Tilenum, RMS
14429, 1.1622
14430, 0.2312
14431, 0.2071
16029, 0.2180
14436, 1.2001
14437, 1.2406
22632, 0.3040
46581, 0.3662
14448, 1.0410
14449, 0.7856
30835, 1.1223
14452, 0.5174
14453, 0.1612
14454, 0.6926
14455, 0.2235
30841, 1.7819
30843, 3.3380
14460, 2.1384
14461, 1.1519
30846, 0.7104
30847, 0.3487
22661, 0.2621
22672, 0.5436
25625, 0.4468
28357, 0.2402
26992, 0.2676
40309, 0.9872
14706, 0.1935
29398, 0.1329
30901, 0.2011
36553, 0.1339
1055, 0.2626
31093, 0.2671
30914, 0.2030
14712, 1.0699
30932, 1.5426
30933, 0.9160
30937, 0.1234
30946, 0.2070
6383, 0.1227
22771, 0.1578
21545, 0.2810
30970, 0.1169
27491, 0.1555
22785, 0.3099
22786, 0.3340
22787, 0.2342
30981, 3.1933
22790, 0.5574
30983, 0.7193
14600, 1.2733
14601, 1.2667
14602, 0.2205
14603, 0.2803
14604, 1.3486
14605, 2.1089
14606, 0.3773
14607, 0.4906
30992, 1.8225
30993, 1.3833
30994, 0.8346
30995, 1.3288
22804, 0.4416
21550, 0.2808
30998, 2.0325
22807, 0.2526
14616, 2.6183
14617, 1.0552
14618, 0.4624
14619, 0.5160
14620, 0.8141
14621, 0.8133
14622, 0.2726
14623, 0.2382
14624, 0.1497
14625, 0.1683
14626, 0.1590
14627, 0.6426
14628, 0.1741
14629, 0.2427
14630, 0.8585
14631, 0.6912
14632, 0.6491
14633, 1.3522
31018, 0.5138
31019, 1.7476
6444, 0.1903
29675, 3.8397
14640, 0.1917
14641, 0.1826
14642, 0.6199
14643, 0.3468
14644, 0.2346
14645, 0.1710
14646, 0.2106
14647, 0.1968
14648, 1.9717
14649, 1.3997
14652, 0.5562
14653, 0.3426
14654, 1.2936
14655, 1.1818
22848, 0.4829
22849, 0.2503
14658, 0.7689
14659, 0.5378
22852, 1.0127
14662, 0.5719
14663, 0.9558
14664, 0.4920
14665, 0.1451
14666, 0.2525
14667, 0.1634
14668, 0.1721
14669, 0.5830
14670, 0.2085
14671, 0.1173
22866, 0.2766
22867, 0.4505
22870, 0.5263
14679, 0.5437
14680, 0.4779
14681, 0.5960
14682, 0.0638
14683, 0.4912
14684, 1.5126
14685, 0.4670
14686, 0.6268
6495, 0.1181
14688, 0.2522
14689, 0.1829
14690, 0.1908
14691, 0.1931
14692, 0.1559
14693, 0.0984
14694, 0.1751
14695, 0.5151
14696, 0.3524
14697, 0.5450
14698, 1.4863
14699, 4.2369
14700, 0.5215
14701, 0.9682
14702, 0.5742
14704, 0.1463
14705, 0.2007
6514, 0.2097
14707, 0.5725
14708, 0.2189
14709, 0.2770
14710, 0.6912
14711, 1.0340
6520, 0.1194
14713, 1.4146
28041, 0.1589
22915, 0.1763
14738, 0.7767
25907, 0.1869
14744, 0.4083
32495, 0.1357
26285, 0.3007
22949, 0.1168
48501, 0.1012
31149, 0.1660
22960, 0.1348
31155, 0.1389
31158, 0.1492
31160, 0.2013
22972, 0.3574
42977, 0.2140
25675, 0.1519
14788, 0.2783
6598, 0.2401
6599, 0.2479
30320, 0.3072
22985, 0.4544
6604, 0.2224
6605, 0.2412
6611, 0.2683
22861, 0.2960
27322, 0.1632
23012, 0.2727
23013, 0.1087
44671, 0.1945
22862, 0.2306
23030, 0.8743
23031, 0.6028
23036, 0.5025
23037, 0.6839
24320, 0.3530
24321, 0.3440
6665, 0.1749
24322, 0.4465
24323, 0.4039
31255, 0.3495
24324, 0.3374
31259, 0.2445
31261, 0.3062
35957, 0.2563
24328, 0.4546
31282, 0.2938
31285, 0.3030
31287, 0.3604
31288, 0.2735
14906, 0.1407
30265, 0.7260
24335, 0.4722
17509, 0.3544
23140, 0.1254
23141, 0.2281
44817, 0.3187
6760, 0.1794
6761, 0.5182
6766, 0.3726
26958, 0.5108
44820, 0.3270
47739, 0.4616
47741, 0.2845
47742, 0.2653
6783, 0.1556
23173, 0.4843
23175, 0.7297
27075, 0.1385
31380, 0.1652
23191, 0.1275
23192, 0.2566
15003, 0.2776
15006, 0.3598
47775, 0.1202
21504, 0.2668
31399, 0.1476
40732, 0.2359
23210, 0.1013
43463, 0.1199
15029, 0.1633
15042, 0.1409
6852, 0.1697
24353, 0.5240
15048, 0.1621
47825, 0.3256
47828, 0.2179
15072, 0.1543
15073, 0.1681
15075, 0.1683
24234, 1.4945
24359, 0.4868
28326, 0.2274
17688, 1.0055
21633, 0.3313
31507, 0.1337
31509, 0.1956
23321, 0.6723
48943, 0.1122
17689, 1.5789
23326, 0.9894
17541, 0.1701
22872, 0.3534
31521, 0.2570
27099, 0.3093
23332, 0.1263
47912, 1.3831
27100, 0.5684
39927, 0.3830
21639, 0.2586
31537, 0.2176
24371, 0.4171
23349, 0.1706
39735, 0.3539
32693, 0.2336
17690, 0.3038
42786, 0.8825
22873, 0.2057
31552, 0.2556
23366, 0.2245
23370, 0.1398
25906, 0.1434
24377, 0.3241
17691, 1.9746
42787, 3.6710
23386, 0.1420
23387, 0.3856
46879, 0.4292
17552, 0.5554
36582, 0.1860
39791, 1.3492
23408, 0.1425
23409, 0.2858
21651, 0.3516
23413, 0.1096
39800, 3.0347
39801, 3.6058
22875, 0.4464
24383, 0.8560
39804, 2.9919
39805, 0.9925
39806, 1.0879
39807, 0.4951
26967, 0.3112
29535, 0.2452
36673, 0.2105
23433, 0.1363
23438, 0.1028
48021, 0.1788
29906, 0.2298
17421, 0.1590
31663, 0.3600
23473, 0.2251
23474, 1.2822
23475, 0.2308
27124, 0.1493
47040, 0.1829
26969, 0.1781
39876, 2.1733
39877, 0.9201
39878, 3.4789
39879, 1.0106
23500, 0.1554
39885, 1.0667
23502, 0.1117
39887, 1.2151
39888, 0.5313
39889, 0.4883
39890, 0.4715
39891, 0.3703
39892, 0.4138
39893, 0.3470
39894, 0.3833
39895, 0.3402
39896, 0.4137
21668, 0.3389
39898, 0.5007
39899, 0.3485
39900, 0.3364
39901, 0.3529
39902, 0.3587
21669, 0.3212
15332, 0.2001
15333, 0.1625
23527, 0.7335
23533, 0.2515
39920, 0.8332
39921, 0.3828
39922, 0.8834
39923, 0.3891
39924, 0.3516
39925, 0.3435
23542, 1.9668
23543, 1.3214
39928, 1.5518
39929, 0.4879
26971, 0.2427
39931, 0.5430
23548, 0.9368
23549, 0.3781
23550, 0.9698
15359, 0.4994
15360, 1.2580
15361, 1.0680
15362, 0.2395
15363, 0.4100
23557, 0.5810
15366, 1.4179
27137, 0.2615
15368, 0.2172
15369, 0.2639
7178, 0.0942
15371, 0.2058
15372, 0.8756
15373, 0.9416
15374, 0.2009
15375, 0.2331
15379, 0.3193
15382, 4.8947
36697, 0.1272
15384, 1.0987
15385, 0.8597
15386, 0.2478
15387, 0.2619
15388, 0.6978
15389, 0.6142
15390, 0.2658
15391, 0.1992
15392, 0.2363
15393, 0.2071
15394, 0.7857
15395, 1.1708
15396, 0.2563
15397, 0.4381
15398, 1.4575
15399, 1.9413
23592, 0.1973
7210, 0.1153
18951, 0.2133
15408, 0.5901
15409, 0.2337
15410, 1.1390
15411, 0.4833
15412, 0.6150
15413, 0.3165
15414, 0.8657
15415, 0.9087
15417, 1.7415
7227, 0.1453
15420, 0.3993
15421, 0.4365
15422, 0.5949
15423, 0.6320
23616, 0.6467
23617, 0.5268
15426, 2.6546
15427, 1.3596
15428, 0.2569
21686, 0.3250
7238, 0.1924
15431, 0.8787
7240, 0.1776
7241, 0.1364
7242, 0.3678
7243, 1.1509
7244, 0.3230
15437, 0.1979
7246, 0.1822
15439, 0.2060
23632, 0.3082
23633, 0.3069
15442, 0.9831
15443, 0.7625
15444, 1.7564
15445, 1.6729
15446, 0.5634
15447, 0.4228
15448, 0.2521
15449, 0.2260
15450, 0.3662
15451, 0.5822
15452, 0.1875
15453, 0.1833
15454, 0.5854
15455, 0.6158
15456, 0.1606
15457, 0.3731
15458, 0.6639
15459, 0.8005
15460, 1.0847
15461, 0.9082
23654, 3.3177
23655, 0.8976
29884, 0.5744
23661, 1.0128
15470, 0.6066
23663, 1.3309
15472, 1.3948
15473, 0.8468
15474, 0.3299
15475, 0.2471
23668, 0.4048
23669, 0.3532
23670, 0.4204
23671, 0.3864
23672, 0.3939
23673, 0.3770
23674, 0.5922
23675, 0.3585
23676, 0.6802
23677, 0.9543
23678, 0.8468
23679, 2.1126
23697, 0.2456
48274, 0.1085
7317, 0.3977
31257, 0.2489
23704, 0.2712
23705, 0.2390
7323, 0.3547
7332, 0.1622
22253, 0.3546
23719, 0.5607
40616, 0.3331
23728, 0.4629
7345, 0.2908
23730, 0.6292
15541, 0.2576
15543, 0.2485
23739, 0.5965
7361, 0.2481
7364, 0.1510
28534, 0.5393
40617, 0.3338
7375, 0.3217
23760, 0.9561
23761, 0.4263
23762, 1.2848
23763, 0.4666
23764, 0.4484
23765, 0.7842
23766, 0.4051
23767, 0.4001
23768, 5.1296
23769, 0.9968
7386, 0.3272
7387, 0.7364
23772, 0.5314
7389, 0.2596
23774, 0.5699
7391, 0.2554
15584, 0.2771
15585, 0.4898
15587, 0.5213
15588, 0.2329
15589, 0.2274
15590, 0.2699
13521, 0.6927
15592, 0.2591
15593, 0.3010
48362, 0.3458
17618, 0.2509
28541, 0.2488
23793, 1.6543
23795, 1.4088
23796, 0.5089
23797, 0.3438
23798, 0.4807
23799, 0.3656
23804, 0.8248
23805, 0.3357
23806, 0.8681
23807, 0.3863
7424, 0.1691
7425, 0.5175
7426, 0.1765
15619, 0.2581
15620, 0.7097
15621, 0.6315
15622, 0.2600
15623, 0.2494
15624, 0.2456
15625, 0.2744
15626, 0.7844
15627, 0.9767
15628, 0.3556
15629, 0.5772
15630, 1.5474
15631, 1.8153
15632, 0.3322
7441, 0.1195
15634, 0.2113
15635, 0.2495
7444, 0.1304
15637, 0.2168
7446, 0.2283
15639, 0.5457
15640, 1.1154
15641, 1.2818
40218, 0.2146
7451, 0.1424
7452, 0.2100
15645, 0.9322
23840, 0.3571
23841, 0.7549
23842, 0.3855
23843, 0.4170
23844, 1.9596
40229, 0.4708
23846, 1.0968
26981, 0.2841
23848, 0.4411
23849, 0.3686
23850, 0.6600
23851, 0.3483
23852, 1.0721
39802, 0.8367
23854, 0.5551
23855, 1.4742
40240, 0.2093
48434, 0.3813
30255, 0.5576
48447, 0.2361
7488, 0.7752
15681, 0.1302
15682, 0.1224
15683, 0.3942
15684, 1.5479
15685, 3.7695
15686, 3.7955
15688, 0.5389
15689, 0.8978
23889, 0.5655
23892, 1.1666
32085, 1.6616
40278, 1.5086
15703, 0.2045
40284, 1.0264
40285, 0.4399
40286, 1.1316
40287, 0.4222
38639, 0.2194
49042, 0.1255
29533, 1.0511
48497, 0.1139
40307, 1.6914
40308, 1.8367
30257, 0.4287
40310, 1.0203
40311, 0.6286
40312, 1.1966
24468, 0.3670
40314, 0.9388
40315, 0.3966
40316, 0.5349
40317, 0.5019
40318, 0.3944
16277, 0.8306
7552, 0.7146
23937, 0.3424
23938, 0.4225
23939, 0.4373
23940, 0.4614
23941, 1.7473
23942, 0.5753
23943, 1.1937
23944, 0.3713
23945, 0.4568
23946, 0.3422
23947, 0.3223
23948, 0.5865
23949, 1.1218
23950, 0.3972
23951, 0.5109
23952, 0.1908
49048, 0.4292
7570, 0.2697
30258, 0.0876
48533, 0.2329
7576, 0.2584
7577, 0.3795
23962, 1.0602
7579, 0.3058
7580, 0.6069
48541, 0.1091
7582, 0.6894
23968, 0.2215
23969, 0.1545
23970, 0.3453
23971, 0.4034
23972, 0.3978
23973, 0.4373
23974, 0.3585
23975, 0.3281
23976, 0.3354
23977, 0.3690
23978, 0.3723
23979, 0.3070
23980, 0.2406
23981, 0.3310
15790, 0.3293
23983, 0.2040
7600, 0.2286
7601, 0.2078
7602, 0.1142
7603, 0.1855
7604, 0.1963
7606, 0.1826
23992, 0.3564
23993, 0.8952
23994, 0.3620
23995, 0.9603
7612, 0.1835
48576, 0.4135
48578, 0.2064
15812, 0.5379
31078, 0.1763
30260, 0.5166
40400, 0.9750
40401, 0.3504
40402, 1.5328
40403, 1.1133
40404, 0.3680
40405, 1.4071
40406, 0.9604
40407, 2.0198
40409, 3.9563
35716, 0.3986
48614, 0.1956
48620, 0.1087
30261, 1.1169
15855, 0.6128
40432, 0.2472
15857, 0.1613
48627, 0.1095
15860, 0.2044
24489, 2.0028
40442, 0.1413
32682, 0.4500
24491, 1.8475
48651, 0.1042
46642, 0.4671
19033, 0.3201
15618, 0.2896
9476, 0.1462
48666, 0.5669
9477, 0.3868
24096, 0.1510
40482, 1.9499
48677, 0.2445
40488, 0.6110
19036, 0.4400
40490, 0.3957
40491, 0.6462
48684, 0.2122
36786, 0.2794
40494, 2.1897
48687, 0.4659
48688, 0.2720
46903, 0.1754
48692, 0.1988
7741, 0.3213
7743, 0.1839
23717, 0.3837
48711, 0.2687
39932, 0.3416
32695, 0.2196
27766, 0.3562
17677, 1.1571
7762, 0.2270
7763, 0.1647
7764, 0.1741
7765, 0.2078
15959, 0.3951
31332, 0.3239
30603, 0.3606
17679, 0.8580
15964, 0.2877
15965, 0.2416
15966, 0.3365
15967, 0.2743
17717, 2.2635
1297, 0.1521
40892, 0.1510
17682, 2.0754
23144, 0.2364
24181, 1.7242
7798, 0.5811
23145, 0.2960
32379, 0.5042
7804, 0.2585
40576, 0.3353
40577, 0.6124
40578, 0.3499
17718, 0.7941
40580, 1.2424
17686, 0.2586
40582, 0.9294
40584, 0.3232
40585, 0.3292
40586, 0.3250
40587, 0.3353
40588, 0.8845
40590, 0.5149
40591, 1.3771
1304, 0.4187
1305, 0.2242
9498, 0.1381
29676, 5.5112
40608, 0.3175
30267, 0.5737
40610, 0.3769
1307, 0.3256
40612, 0.4837
40613, 1.4166
40614, 0.3658
40615, 0.8642
24232, 0.9776
17692, 0.3998
16042, 0.8703
16043, 2.1514
40620, 0.3558
40621, 0.7491
40622, 0.2713
17693, 0.1889
24241, 0.2084
38787, 0.2974
16051, 0.3436
24244, 0.2478
17694, 1.7841
36809, 0.3527
40634, 1.2354
17695, 0.2928
30268, 0.2257
1312, 0.2842
7876, 0.1630
7878, 0.1622
36812, 0.4119
32464, 0.2679
27256, 0.0500
32466, 0.2895
32467, 0.8047
26177, 0.1636
32472, 0.6527
16091, 0.2044
30269, 0.0873
16094, 0.6936
17701, 1.6407
27767, 0.2012
48871, 0.4544
48874, 0.4968
48875, 1.2377
24300, 0.2368
48877, 0.1933
10877, 0.2001
32500, 0.1244
30270, 1.0441
32511, 0.3802
16128, 0.3060
16129, 0.3510
16130, 0.4361
16131, 0.1948
16132, 0.3572
24325, 0.1537
24326, 0.4272
24327, 0.4181
16136, 0.5773
24329, 0.4103
24330, 0.5867
24331, 0.4983
24332, 0.5006
24333, 0.4634
24334, 0.4514
17709, 0.1366
24336, 0.3744
24337, 0.6949
24338, 0.3617
24339, 0.6251
24340, 2.1937
24342, 1.6249
24344, 0.3409
24345, 0.3567
24346, 0.3432
24347, 0.3421
24348, 0.8594
24350, 1.0019
24352, 0.7020
17712, 1.6102
24354, 1.4884
24355, 1.2012
24356, 0.5203
24357, 0.5774
24358, 1.0380
17713, 0.8987
24361, 1.2658
24362, 1.6712
24363, 0.6216
24364, 1.0582
24365, 0.4990
24366, 0.3630
24367, 0.3741
24368, 0.4486
24369, 0.4258
24370, 0.4173
17715, 0.9670
24372, 0.6252
24373, 1.6206
24374, 0.5204
24375, 1.6275
24376, 0.4252
17716, 0.5791
24378, 0.2383
24379, 0.3128
24380, 0.3347
24381, 0.9166
16190, 1.0402
16191, 0.2864
16196, 0.2642
16197, 0.2417
16198, 0.3216
16199, 0.3553
40777, 0.8924
17719, 2.8561
27277, 0.2575
32739, 0.8608
46640, 0.1286
17722, 0.1329
8033, 0.3485
25915, 0.2411
19089, 0.3829
24424, 0.8779
24425, 0.8054
24426, 1.1166
24427, 0.5237
25917, 0.1943
19091, 0.9028
49012, 0.2425
25918, 0.2056
30223, 0.7728
25919, 0.3883
24448, 1.3238
24449, 0.4092
8066, 0.4655
24451, 0.9972
24452, 0.3668
24453, 0.3186
24454, 0.8021
24455, 0.6260
8072, 0.4918
24459, 1.6255
24460, 1.7852
24461, 1.1299
24462, 0.8018
24463, 0.5096
24464, 0.3434
24465, 0.3107
24466, 0.3351
24467, 0.3531
8084, 0.9555
8085, 1.0261
24470, 0.4172
19097, 0.1242
24472, 0.4870
24473, 0.4567
24474, 0.4596
24475, 0.4185
24476, 0.3355
24477, 0.3996
24478, 0.3528
24479, 0.3634
24481, 1.2678
24483, 1.4019
24484, 0.3784
24485, 0.3606
24486, 0.5926
24487, 0.3551
8105, 0.2245
28914, 1.1025
8107, 0.2466
24492, 0.7379
24493, 0.4378
24494, 0.7971
24495, 0.5111
24496, 0.3721
24497, 0.3811
24498, 0.3252
24499, 0.1899
24500, 0.3333
24501, 0.3491
24502, 0.3627
24503, 0.4010
24504, 0.3413
24505, 0.1391
24506, 0.3367
24507, 0.1417
24508, 0.2855
24509, 0.3500
24510, 0.2793
24511, 0.3521
24512, 1.8211
24514, 1.7512
25931, 0.2344
17456, 0.1524
24520, 1.0622
25932, 0.2567
24522, 0.9028
28913, 0.6243
25933, 0.2589
40912, 0.2626
32721, 0.1503
40918, 0.2179
40919, 0.2361
40924, 0.7784
40925, 0.4949
24544, 0.8978
24545, 2.7040
24546, 0.7504
24547, 3.2586
26186, 0.3410
36847, 0.1991
25937, 0.3118
24552, 0.6842
24553, 1.7722
24554, 0.1838
24555, 0.7447
27304, 0.3009
40951, 0.1585
40319, 0.5352
40957, 0.2009
40958, 0.2030
25941, 0.3143
