# (YYYYMMDD.frac) (YYYY-MM-DDThh:mm:ss) () () () (um) (deg)  () ()  () () (pW)  (pW)  (pW)  (pW)  (pW)  (Jy/asec^2/pW)  (Jy/asec^2/pW)  (Jy/bm/pW)  (Jy/bm/pW)  (Jy/pW)  (Jy/pW)  (")  ()
# UT   HST  Obs  Source  Mode  Filter  El  Airmass  Trans  Tau225  Tau  Flux_ap  Err_ap  Noise  Peak_obs  Peak_fit  FCFasec  FCFasec_err  FCFbeam  FCFbeam_err  FCFmatch  FCFmatch_err  FWHMmain  Error_beam
20130131.3841435  2013-01-30T23:13:11    26  CRL618  daisy        850  49  1.32  0.665  0.071  0.308  2.2265  0.0093  nan  nan  nan  2.2457  0.0094  nan  nan  nan  nan  14.17  0.949
20130201.4077894  2013-01-31T23:47:14    40  CRL618  daisy        850  41  1.51  0.648  0.067  0.288  2.1470  0.0100  nan  nan  nan  2.3288  0.0108  nan  nan  nan  nan  14.09  0.948
20130202.4031944  2013-02-01T23:40:37    34  CRL618  daisy        850  42  1.49  0.632  0.071  0.307  2.2263  0.0095  nan  nan  nan  2.2458  0.0096  nan  nan  nan  nan  14.25  0.949
20130203.3238657  2013-02-02T21:46:23    26  CRL618  daisy        850  63  1.12  0.675  0.081  0.351  2.2278  0.0093  nan  nan  nan  2.2444  0.0094  nan  nan  nan  nan  13.97  0.948
20130203.4499537  2013-02-03T00:47:57    39  CRL618  daisy        850  27  2.15  0.547  0.065  0.280  2.0900  0.0121  nan  nan  nan  2.3923  0.0139  nan  nan  nan  nan  14.56  0.949
20130204.3363194  2013-02-03T22:04:19    24  CRL618  daisy        850  59  1.16  0.762  0.055  0.234  2.2833  0.0079  nan  nan  nan  2.1898  0.0076  nan  nan  nan  nan  13.91  0.948
20130204.4651157  2013-02-04T01:09:47    37  CRL618  daisy        850  22  2.61  0.591  0.048  0.201  2.2216  0.0104  nan  nan  nan  2.2507  0.0105  nan  nan  nan  nan  14.87  0.954
20130205.3180324  2013-02-04T21:37:59    22  CRL618  daisy        850  63  1.12  0.767  0.056  0.237  2.2227  0.0077  nan  nan  nan  2.2495  0.0077  nan  nan  nan  nan  13.91  0.948
20130205.4504630  2013-02-05T00:48:41    38  CRL618  daisy        850  25  2.29  0.629  0.048  0.202  2.2171  0.0092  nan  nan  nan  2.2552  0.0093  nan  nan  nan  nan  14.49  0.950
20130206.2986806  2013-02-05T21:10:07    29  CRL618  daisy        850  67  1.08  0.731  0.067  0.289  2.3245  0.0092  nan  nan  nan  2.1510  0.0085  nan  nan  nan  nan  0.00  0.948
20130207.2550231  2013-02-06T20:07:15    32  CRL618  daisy        850  73  1.04  0.753  0.063  0.272  2.1853  0.0074  nan  nan  nan  2.2880  0.0078  nan  nan  nan  nan  13.94  0.948
20130208.2561806  2013-02-07T20:08:55    19  CRL618  daisy        850  73  1.04  0.780  0.056  0.238  2.1283  0.0075  nan  nan  nan  2.3493  0.0083  nan  nan  nan  nan  14.05  0.948
20130208.3722454  2013-02-07T22:56:03    35  CRL618  daisy        850  46  1.38  0.727  0.054  0.231  2.2046  0.0076  nan  nan  nan  2.2680  0.0078  nan  nan  nan  nan  14.20  0.949
20130209.3379745  2013-02-08T22:06:42    29  CRL618  daisy        850  55  1.22  0.563  0.107  0.473  2.1294  0.0102  nan  nan  nan  2.3481  0.0112  nan  nan  nan  nan  14.24  0.950
20130210.3323843  2013-02-09T21:58:39    31  CRL618  daisy        850  55  1.21  0.681  0.074  0.319  2.1344  0.0083  nan  nan  nan  2.3425  0.0091  nan  nan  nan  nan  14.22  0.950
20130210.4242708  2013-02-10T00:10:58    43  CRL618  daisy        850  29  2.03  0.531  0.072  0.312  2.0911  0.0105  nan  nan  nan  2.3911  0.0120  nan  nan  nan  nan  14.56  0.950
20130211.2500810  2013-02-10T20:00:08    23  CRL618  daisy        850  73  1.05  0.757  0.062  0.266  2.1574  0.0076  nan  nan  nan  2.3176  0.0082  nan  nan  nan  nan  14.03  0.949
20130211.4239352  2013-02-11T00:10:29    44  CRL618  daisy        850  28  2.07  0.615  0.055  0.235  2.1584  0.0101  nan  nan  nan  2.3165  0.0109  nan  nan  nan  nan  14.56  0.952
20130212.2600579  2013-02-11T20:14:30    23  CRL618  daisy        850  71  1.05  0.793  0.052  0.219  2.0651  0.0071  nan  nan  nan  2.4211  0.0083  nan  nan  nan  nan  13.92  0.948
20130212.4353472  2013-02-12T00:26:55    46  CRL618  daisy        850  24  2.39  0.603  0.050  0.212  2.1675  0.0095  nan  nan  nan  2.3068  0.0101  nan  nan  nan  nan  14.61  0.951
20130213.3454282  2013-02-12T22:17:26    31  CRL618  daisy        850  50  1.30  0.580  0.095  0.417  2.0957  0.0145  nan  nan  nan  2.3858  0.0165  nan  nan  nan  nan  14.05  0.948
20130214.2572569  2013-02-13T20:10:28    33  CRL618  daisy        850  71  1.06  0.721  0.072  0.310  2.0942  0.0089  nan  nan  nan  2.3876  0.0101  nan  nan  nan  nan  13.93  0.948
20130214.4053125  2013-02-13T23:43:40    68  CRL618  daisy        850  31  1.89  0.594  0.064  0.275  2.1509  0.0096  nan  nan  nan  2.3246  0.0103  nan  nan  nan  nan  14.56  0.952
20130215.4315046  2013-02-15T00:21:23    60  CRL618  daisy        850  23  2.51  0.551  0.056  0.238  2.1370  0.0106  nan  nan  nan  2.3397  0.0116  nan  nan  nan  nan  14.67  0.952
20130216.2792245  2013-02-15T20:42:06    23  CRL618  daisy        850  65  1.10  0.699  0.075  0.326  2.0853  0.0084  nan  nan  nan  2.3978  0.0097  nan  nan  nan  nan  14.00  0.947
20130216.4103704  2013-02-15T23:50:57    39  CRL618  daisy        850  28  2.07  0.573  0.063  0.268  2.0493  0.0113  nan  nan  nan  2.4399  0.0134  nan  nan  nan  nan  15.55  0.961
20130217.2964931  2013-02-16T21:06:58    24  CRL618  daisy        850  60  1.15  0.736  0.062  0.267  2.1997  0.0075  nan  nan  nan  2.2730  0.0077  nan  nan  nan  nan  14.18  0.948
20130218.3978125  2013-02-17T23:32:52    28  CRL618  daisy        850  30  1.95  0.773  0.033  0.132  2.1093  0.0096  nan  nan  nan  2.3704  0.0108  nan  nan  nan  nan  14.81  0.953
20130220.3107523  2013-02-19T21:27:30    31  CRL618  daisy        850  54  1.23  0.807  0.042  0.174  2.1789  0.0067  nan  nan  nan  2.2947  0.0070  nan  nan  nan  nan  14.29  0.949
20130221.3386690  2013-02-20T22:07:42    12  CRL618  daisy        850  45  1.40  0.513  0.108  0.478  1.9629  0.0113  nan  nan  nan  2.5473  0.0147  nan  nan  nan  nan  14.66  0.953
20130224.3008218  2013-02-23T21:13:12    18  CRL618  daisy        850  54  1.23  0.359  0.185  0.831  1.3863  0.0367  nan  nan  nan  3.6067  0.0955  nan  nan  nan  nan  15.26  0.954
20130225.1896296  2013-02-24T18:33:05    13  CRL618  daisy        850  73  1.04  0.537  0.135  0.599  1.9341  0.0082  nan  nan  nan  2.5851  0.0110  nan  nan  nan  nan  14.14  0.950
20130225.3866667  2013-02-24T23:16:49    37  CRL618  daisy        850  28  2.09  0.634  0.052  0.219  2.1289  0.0082  nan  nan  nan  2.3486  0.0091  nan  nan  nan  nan  14.58  0.951
20130226.2571181  2013-02-25T20:10:16    18  CRL618  daisy        850  64  1.11  0.804  0.047  0.196  2.1605  0.0078  nan  nan  nan  2.3143  0.0084  nan  nan  nan  nan  14.27  0.951
20130226.3809491  2013-02-25T23:08:35    35  CRL618  daisy        850  29  2.03  0.678  0.046  0.191  2.1505  0.0091  nan  nan  nan  2.3250  0.0099  nan  nan  nan  nan  14.91  0.955
20130228.2544792  2013-02-27T20:06:28    14  CRL618  daisy        850  63  1.12  0.756  0.059  0.251  2.1266  0.0087  nan  nan  nan  2.3512  0.0096  nan  nan  nan  nan  13.85  0.947
20130228.3640394  2013-02-27T22:44:14    28  CRL618  daisy        850  32  1.85  0.684  0.049  0.206  2.1518  0.0086  nan  nan  nan  2.3237  0.0093  nan  nan  nan  nan  14.40  0.950
20130301.2260648  2013-02-28T19:25:33    11  CRL618  daisy        850  69  1.07  0.716  0.072  0.313  2.2077  0.0089  nan  nan  nan  2.2648  0.0092  nan  nan  nan  nan  14.20  0.951
20130301.3503356  2013-02-28T22:24:30    28  CRL618  daisy        850  35  1.70  0.586  0.073  0.314  2.1276  0.0099  nan  nan  nan  2.3501  0.0109  nan  nan  nan  nan  14.54  0.952
20130302.2151620  2013-03-01T19:09:51    13  CRL618  daisy        850  70  1.06  0.748  0.064  0.275  2.1170  0.0083  nan  nan  nan  2.3618  0.0093  nan  nan  nan  nan  14.43  0.950
20130302.3807755  2013-03-01T23:08:20    32  CRL618  daisy        850  26  2.25  0.626  0.049  0.208  2.1600  0.0093  nan  nan  nan  2.3149  0.0099  nan  nan  nan  nan  14.49  0.950
20130303.2256366  2013-03-02T19:24:56    35  CRL618  daisy        850  68  1.08  0.844  0.038  0.157  2.1331  0.0072  nan  nan  nan  2.3440  0.0079  nan  nan  nan  nan  14.05  0.949
20130303.3711921  2013-03-02T22:54:32    51  CRL618  daisy        850  28  2.11  0.703  0.041  0.168  2.0474  0.0082  nan  nan  nan  2.4421  0.0098  nan  nan  nan  nan  0.00  0.951
20130304.2024074  2013-03-03T18:51:29    26  CRL618  daisy        850  71  1.05  0.707  0.076  0.330  2.1230  0.0094  nan  nan  nan  2.3551  0.0104  nan  nan  nan  nan  14.22  0.950
20130304.3622106  2013-03-03T22:41:36    45  CRL618  daisy        850  30  1.99  0.598  0.060  0.258  2.0929  0.0105  nan  nan  nan  2.3890  0.0120  nan  nan  nan  nan  14.91  0.953
20130305.2415162  2013-03-04T19:47:48    12  CRL618  daisy        850  63  1.12  0.547  0.122  0.540  1.9691  0.0161  nan  nan  nan  2.5392  0.0207  nan  nan  nan  nan  13.91  0.947
20130305.3397106  2013-03-04T22:09:12    25  CRL618  daisy        850  35  1.70  0.451  0.106  0.467  1.9776  0.0137  nan  nan  nan  2.5283  0.0175  nan  nan  nan  nan  14.33  0.948
20130306.2385301  2013-03-05T19:43:30    10  CRL618  daisy        850  63  1.12  0.694  0.075  0.327  2.1147  0.0087  nan  nan  nan  2.3644  0.0097  nan  nan  nan  nan  14.26  0.950
20130306.3602546  2013-03-05T22:38:47    24  CRL618  daisy        850  29  2.06  0.563  0.065  0.279  2.0587  0.0100  nan  nan  nan  2.4287  0.0118  nan  nan  nan  nan  14.59  0.951
20130307.2360185  2013-03-06T19:39:53    10  CRL618  daisy        850  63  1.12  0.863  0.033  0.132  2.1160  0.0075  nan  nan  nan  2.3630  0.0083  nan  nan  nan  nan  14.19  0.950
20130307.3538657  2013-03-06T22:29:35    24  CRL618  daisy        850  30  1.99  0.762  0.034  0.137  2.2168  0.0074  nan  nan  nan  2.2555  0.0076  nan  nan  nan  nan  14.43  0.951
20130308.2908912  2013-03-07T20:58:54    12  CRL618  daisy        850  47  1.35  0.704  0.069  0.297  2.1373  0.0070  nan  nan  nan  2.3394  0.0077  nan  nan  nan  nan  14.14  0.949
20130309.2295255  2013-03-08T19:30:32     9  CRL618  daisy        850  63  1.12  0.628  0.095  0.417  2.0811  0.0077  nan  nan  nan  2.4026  0.0089  nan  nan  nan  nan  14.41  0.950
20130309.3539815  2013-03-08T22:29:45    27  CRL618  daisy        850  28  2.09  0.585  0.060  0.256  2.2646  0.0073  nan  nan  nan  2.2079  0.0071  nan  nan  nan  nan  14.45  0.950
20130310.2124306  2013-03-09T19:05:55    10  CRL618  daisy        850  67  1.09  0.655  0.089  0.389  2.0756  0.0089  nan  nan  nan  2.4089  0.0104  nan  nan  nan  nan  14.28  0.952
20130310.3527431  2013-03-09T22:27:58    37  CRL618  daisy        850  28  2.12  0.465  0.083  0.361  1.7438  0.0130  nan  nan  nan  2.8673  0.0214  nan  nan  nan  nan  15.00  0.956
20130312.2540394  2013-03-11T20:05:50    18  CRL618  daisy        850  55  1.22  0.300  0.219  0.987  1.2009  0.0265  nan  nan  nan  4.1634  0.0919  nan  nan  nan  nan  14.79  0.949
20130314.2407639  2013-03-13T19:46:43    11  CRL618  daisy        850  57  1.19  0.660  0.080  0.349  1.8927  0.0112  nan  nan  nan  2.6417  0.0157  nan  nan  nan  nan  14.21  0.945
20130314.3331481  2013-03-13T21:59:45    26  CRL618  daisy        850  30  1.96  0.486  0.084  0.368  1.9915  0.0137  nan  nan  nan  2.5107  0.0173  nan  nan  nan  nan  14.56  0.951
20130316.2027546  2013-03-15T18:51:59    12  CRL618  daisy        850  65  1.10  0.336  0.220  0.994  2.3281  0.0271  nan  nan  nan  2.1477  0.0250  nan  nan  nan  nan  13.92  0.952
20130319.2102546  2013-03-18T19:02:47    24  CRL618  daisy        850  61  1.14  0.780  0.056  0.237  2.0790  0.0078  nan  nan  nan  2.4049  0.0090  nan  nan  nan  nan  14.04  0.950
20130320.2819560  2013-03-19T20:46:02    14  CRL618  daisy        850  40  1.53  0.425  0.126  0.558  2.0492  0.0139  nan  nan  nan  2.4400  0.0165  nan  nan  nan  nan  14.42  0.949
20130324.2412269  2013-03-23T19:47:23    18  CRL618  daisy        850  49  1.32  0.595  0.121  0.537  2.0971  0.0305  nan  nan  nan  2.3842  0.0347  nan  nan  nan  nan  14.35  0.948
20130325.2785995  2013-03-24T20:41:12    19  CRL618  daisy        850  37  1.63  0.577  0.105  0.461  2.5667  0.0538  nan  nan  nan  1.9480  0.0409  nan  nan  nan  nan  14.71  0.953
